競馬場,芝ダ,距離,条件数,消寄項目1,消寄条件1,消寄項目2,消寄条件2,消寄項目3,消寄条件3,過去該当頭数,過去複勝圏内数,過去複勝率,コース頭数,コース複勝率,リフト,該当率,消寄ランク,広すぎ注意,消寄理由
中京,芝,1600,2,芝ダ替わり,ダ→芝,前走4角位置,4角11番手以下,,,72,2,2.78,2824,22.77,0.122,2.55,消寄A,,芝ダ替わり=ダ→芝 + 前走4角位置=4角11番手以下
中京,芝,1600,2,距離変化帯,延長300-400m,前走脚質帯,追込/後方,,,72,2,2.78,2824,22.77,0.122,2.55,消寄A,,距離変化帯=延長300-400m + 前走脚質帯=追込/後方
中京,芝,1600,2,芝ダ替わり,ダ→芝,距離変化帯,延長300-400m,,,36,1,2.78,2824,22.77,0.122,1.27,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=延長300-400m
中京,芝,1600,2,距離変化帯,短縮300-400m,頭数変化,今回かなり頭数増,,,35,1,2.86,2824,22.77,0.125,1.24,消寄A,,距離変化帯=短縮300-400m + 頭数変化=今回かなり頭数増
中京,芝,2000,2,距離変化帯,延長500m以上,前走脚質帯,追込/後方,,,49,0,0.0,3414,23.67,0.0,1.44,消寄A,,距離変化帯=延長500m以上 + 前走脚質帯=追込/後方
中京,芝,2000,2,距離変化帯,延長500m以上,前走4角位置,4角11番手以下,,,41,0,0.0,3414,23.67,0.0,1.2,消寄A,,距離変化帯=延長500m以上 + 前走4角位置=4角11番手以下
中京,芝,2000,2,距離変化帯,延長500m以上,今回頭数帯,12-15頭,,,30,0,0.0,3414,23.67,0.0,0.88,消寄A,,距離変化帯=延長500m以上 + 今回頭数帯=12-15頭
中京,芝,2000,2,芝ダ替わり,ダ→芝,前走4角位置,4角11番手以下,,,81,1,1.23,3414,23.67,0.052,2.37,消寄A,,芝ダ替わり=ダ→芝 + 前走4角位置=4角11番手以下
中京,芝,2000,2,距離変化帯,延長500m以上,前走着差帯,2.0秒以上負け,,,40,1,2.5,3414,23.67,0.106,1.17,消寄A,,距離変化帯=延長500m以上 + 前走着差帯=2.0秒以上負け
中京,芝,2000,2,前走着差帯,1.5-1.9秒負け,頭数変化,同頭数,,,36,1,2.78,3414,23.67,0.117,1.05,消寄A,,前走着差帯=1.5-1.9秒負け + 頭数変化=同頭数
中京,芝,2000,2,芝ダ替わり,ダ→芝,今回頭数帯,12-15頭,,,101,3,2.97,3414,23.67,0.126,2.96,消寄A,,芝ダ替わり=ダ→芝 + 今回頭数帯=12-15頭
中京,芝,2000,2,距離変化帯,延長500m以上,前走着順帯,前走10着以下,,,58,2,3.45,3414,23.67,0.146,1.7,消寄B,,距離変化帯=延長500m以上 + 前走着順帯=前走10着以下
中京,芝,2000,2,前走着順帯,前走10着以下,頭数変化,今回かなり頭数増,,,81,3,3.7,3414,23.67,0.156,2.37,消寄B,,前走着順帯=前走10着以下 + 頭数変化=今回かなり頭数増
中京,芝,2000,2,芝ダ替わり,ダ→芝,頭数変化,今回頭数減,,,76,3,3.95,3414,23.67,0.167,2.23,消寄B,,芝ダ替わり=ダ→芝 + 頭数変化=今回頭数減
中京,芝,2000,2,芝ダ替わり,ダ→芝,前走着順帯,前走10着以下,,,148,6,4.05,3414,23.67,0.171,4.34,消寄B,,芝ダ替わり=ダ→芝 + 前走着順帯=前走10着以下
中京,芝,2000,2,前走着差帯,2.0秒以上負け,今回頭数帯,12-15頭,,,145,6,4.14,3414,23.67,0.175,4.25,消寄B,,前走着差帯=2.0秒以上負け + 今回頭数帯=12-15頭
中京,芝,2000,2,芝ダ替わり,ダ→芝,距離変化帯,延長500m以上,,,70,3,4.29,3414,23.67,0.181,2.05,消寄B,,芝ダ替わり=ダ→芝 + 距離変化帯=延長500m以上
中京,芝,2000,2,前走上り順帯,上り10位以下,頭数変化,今回かなり頭数増,,,68,3,4.41,3414,23.67,0.186,1.99,消寄B,,前走上り順帯=上り10位以下 + 頭数変化=今回かなり頭数増
中京,芝,2000,2,前走着差帯,2.0秒以上負け,頭数変化,今回頭数減,,,110,5,4.55,3414,23.67,0.192,3.22,消寄B,,前走着差帯=2.0秒以上負け + 頭数変化=今回頭数減
中京,芝,2000,2,前走着差帯,2.0秒以上負け,頭数変化,今回かなり頭数増,,,64,3,4.69,3414,23.67,0.198,1.87,消寄B,,前走着差帯=2.0秒以上負け + 頭数変化=今回かなり頭数増
中京,芝,2000,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り6-9位,,,83,4,4.82,3414,23.67,0.204,2.43,消寄B,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り6-9位
中京,芝,2000,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,139,7,5.04,3414,23.67,0.213,4.07,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
中京,芝,2000,2,芝ダ替わり,ダ→芝,前走上り順帯,上り10位以下,,,130,7,5.38,3414,23.67,0.228,3.81,消寄C,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り10位以下
中京,芝,2000,2,芝ダ替わり,ダ→芝,前走着差帯,2.0秒以上負け,,,160,9,5.62,3414,23.67,0.238,4.69,消寄C,,芝ダ替わり=ダ→芝 + 前走着差帯=2.0秒以上負け
中京,芝,2200,2,距離変化帯,延長500m以上,前走脚質帯,追込/後方,,,48,0,0.0,1860,24.52,0.0,2.58,消寄A,,距離変化帯=延長500m以上 + 前走脚質帯=追込/後方
中京,芝,2200,2,距離変化帯,延長500m以上,前走4角位置,4角11番手以下,,,35,0,0.0,1860,24.52,0.0,1.88,消寄A,,距離変化帯=延長500m以上 + 前走4角位置=4角11番手以下
中京,芝,2200,2,距離変化帯,延長500m以上,頭数変化,今回頭数増,,,28,0,0.0,1860,24.52,0.0,1.51,消寄A,,距離変化帯=延長500m以上 + 頭数変化=今回頭数増
中京,芝,2200,2,距離変化帯,延長500m以上,休み明け区分,休み明け2戦目,,,27,0,0.0,1860,24.52,0.0,1.45,消寄A,,距離変化帯=延長500m以上 + 休み明け区分=休み明け2戦目
中京,芝,2200,2,距離変化帯,延長500m以上,前走着差帯,勝ち/同タイム,,,22,0,0.0,1860,24.52,0.0,1.18,消寄A,,距離変化帯=延長500m以上 + 前走着差帯=勝ち/同タイム
中京,芝,2200,2,距離変化帯,延長500m以上,前走着順帯,前走1着,,,21,0,0.0,1860,24.52,0.0,1.13,消寄A,,距離変化帯=延長500m以上 + 前走着順帯=前走1着
中京,芝,2200,2,距離変化帯,延長500m以上,前走4角位置,4角4-6番手,,,20,0,0.0,1860,24.52,0.0,1.08,消寄A,,距離変化帯=延長500m以上 + 前走4角位置=4角4-6番手
中京,芝,2200,2,芝ダ替わり,ダ→芝,距離変化帯,延長500m以上,,,55,1,1.82,1860,24.52,0.074,2.96,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=延長500m以上
中京,芝,2200,2,距離変化帯,延長500m以上,今回頭数帯,16頭以上,,,50,1,2.0,1860,24.52,0.082,2.69,消寄A,,距離変化帯=延長500m以上 + 今回頭数帯=16頭以上
中京,芝,2200,2,芝ダ替わり,ダ→芝,頭数変化,今回頭数増,,,49,1,2.04,1860,24.52,0.083,2.63,消寄A,,芝ダ替わり=ダ→芝 + 頭数変化=今回頭数増
中京,芝,2200,2,距離変化帯,短縮100-200m,前走上り順帯,上り10位以下,,,48,1,2.08,1860,24.52,0.085,2.58,消寄A,,距離変化帯=短縮100-200m + 前走上り順帯=上り10位以下
中京,芝,2200,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,85,2,2.35,1860,24.52,0.096,4.57,消寄A,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
中京,芝,2200,2,距離変化帯,延長500m以上,前走上り順帯,上り1-3位,,,41,1,2.44,1860,24.52,0.099,2.2,消寄A,,距離変化帯=延長500m以上 + 前走上り順帯=上り1-3位
中京,芝,2200,2,距離変化帯,短縮100-200m,前走着順帯,前走10着以下,,,39,1,2.56,1860,24.52,0.105,2.1,消寄A,,距離変化帯=短縮100-200m + 前走着順帯=前走10着以下
中京,芝,2200,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,101,3,2.97,1860,24.52,0.121,5.43,消寄A,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
中京,芝,2200,2,芝ダ替わり,ダ→芝,前走上り順帯,上り10位以下,,,66,2,3.03,1860,24.52,0.124,3.55,消寄B,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り10位以下
中京,芝,2200,2,前走着順帯,前走10着以下,頭数変化,同頭数,,,60,2,3.33,1860,24.52,0.136,3.23,消寄B,,前走着順帯=前走10着以下 + 頭数変化=同頭数
中京,芝,2200,2,距離変化帯,延長500m以上,前走着順帯,前走10着以下,,,53,2,3.77,1860,24.52,0.154,2.85,消寄B,,距離変化帯=延長500m以上 + 前走着順帯=前走10着以下
中京,芝,2200,2,芝ダ替わり,ダ→芝,今回頭数帯,16頭以上,,,79,3,3.8,1860,24.52,0.155,4.25,消寄B,,芝ダ替わり=ダ→芝 + 今回頭数帯=16頭以上
中京,芝,2200,2,前走上り順帯,上り10位以下,休み明け区分,休み明け3戦目,,,50,2,4.0,1860,24.52,0.163,2.69,消寄B,,前走上り順帯=上り10位以下 + 休み明け区分=休み明け3戦目
中山,ダ,1200,2,距離変化帯,短縮300-400m,前走着差帯,勝ち/同タイム,,,32,0,0.0,8125,19.22,0.0,0.39,消寄A,,距離変化帯=短縮300-400m + 前走着差帯=勝ち/同タイム
中山,ダ,1200,2,距離変化帯,短縮300-400m,前走着順帯,前走1着,,,31,0,0.0,8125,19.22,0.0,0.38,消寄A,,距離変化帯=短縮300-400m + 前走着順帯=前走1着
中山,ダ,1200,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り1-3位,,,63,2,3.17,8125,19.22,0.165,0.78,消寄B,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り1-3位
中山,ダ,1200,2,前走着差帯,1.5-1.9秒負け,前走上り順帯,上り4-5位,,,59,2,3.39,8125,19.22,0.176,0.73,消寄B,,前走着差帯=1.5-1.9秒負け + 前走上り順帯=上り4-5位
中山,ダ,1200,2,距離変化帯,短縮500m以上,頭数変化,今回かなり頭数増,,,58,2,3.45,8125,19.22,0.179,0.71,消寄B,,距離変化帯=短縮500m以上 + 頭数変化=今回かなり頭数増
中山,ダ,1200,2,前走上り順帯,上り6-9位,前走4角位置,4角11番手以下,,,331,15,4.53,8125,19.22,0.236,4.07,消寄B,,前走上り順帯=上り6-9位 + 前走4角位置=4角11番手以下
中山,ダ,1200,2,芝ダ替わり,芝→ダ,前走脚質帯,追込/後方,,,252,13,5.16,8125,19.22,0.268,3.1,消寄C,,芝ダ替わり=芝→ダ + 前走脚質帯=追込/後方
中山,ダ,1200,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,332,18,5.42,8125,19.22,0.282,4.09,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
中山,ダ,1200,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,413,23,5.57,8125,19.22,0.29,5.08,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
中山,ダ,1200,2,芝ダ替わり,芝→ダ,前走4角位置,4角11番手以下,,,202,12,5.94,8125,19.22,0.309,2.49,消寄C,,芝ダ替わり=芝→ダ + 前走4角位置=4角11番手以下
中山,ダ,1200,2,前走着順帯,前走6-9着,頭数変化,今回かなり頭数増,,,217,13,5.99,8125,19.22,0.312,2.67,消寄C,,前走着順帯=前走6-9着 + 頭数変化=今回かなり頭数増
中山,ダ,1200,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,491,30,6.11,8125,19.22,0.318,6.04,消寄C,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
中山,ダ,1200,2,前走上り順帯,上り6-9位,前走脚質帯,追込/後方,,,442,27,6.11,8125,19.22,0.318,5.44,消寄C,,前走上り順帯=上り6-9位 + 前走脚質帯=追込/後方
中山,ダ,1200,2,前走着順帯,前走10着以下,前走4角位置,4角11番手以下,,,937,58,6.19,8125,19.22,0.322,11.53,消寄C,,前走着順帯=前走10着以下 + 前走4角位置=4角11番手以下
中山,ダ,1200,2,前走着順帯,前走10着以下,前走脚質帯,追込/後方,,,1113,70,6.29,8125,19.22,0.327,13.7,消寄C,,前走着順帯=前走10着以下 + 前走脚質帯=追込/後方
中山,ダ,1200,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,380,24,6.32,8125,19.22,0.329,4.68,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
中山,ダ,1200,2,前走着差帯,2.0秒以上負け,頭数変化,今回かなり頭数増,,,107,7,6.54,8125,19.22,0.34,1.32,消寄C,,前走着差帯=2.0秒以上負け + 頭数変化=今回かなり頭数増
中山,ダ,1200,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角11番手以下,,,267,18,6.74,8125,19.22,0.351,3.29,消寄C,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角11番手以下
中山,ダ,1200,2,前走着差帯,1.5-1.9秒負け,前走脚質帯,追込/後方,,,331,23,6.95,8125,19.22,0.361,4.07,消寄C,,前走着差帯=1.5-1.9秒負け + 前走脚質帯=追込/後方
中山,ダ,1200,2,前走脚質帯,追込/後方,頭数変化,今回かなり頭数増,,,142,10,7.04,8125,19.22,0.366,1.75,消寄C,,前走脚質帯=追込/後方 + 頭数変化=今回かなり頭数増
中山,ダ,1800,2,距離変化帯,延長500m以上,頭数変化,今回かなり頭数減,,,27,0,0.0,7817,20.7,0.0,0.35,消寄A,,距離変化帯=延長500m以上 + 頭数変化=今回かなり頭数減
中山,ダ,1800,2,芝ダ替わり,芝→ダ,距離変化帯,延長300-400m,,,23,0,0.0,7817,20.7,0.0,0.29,消寄A,,芝ダ替わり=芝→ダ + 距離変化帯=延長300-400m
中山,ダ,1800,2,距離変化帯,延長500m以上,前走着順帯,前走10着以下,,,82,2,2.44,7817,20.7,0.118,1.05,消寄A,,距離変化帯=延長500m以上 + 前走着順帯=前走10着以下
中山,ダ,1800,2,距離変化帯,延長500m以上,休み明け区分,休み明け4戦目以降,,,36,1,2.78,7817,20.7,0.134,0.46,消寄A,,距離変化帯=延長500m以上 + 休み明け区分=休み明け4戦目以降
中山,ダ,1800,2,距離変化帯,延長500m以上,前走脚質帯,追込/後方,,,68,2,2.94,7817,20.7,0.142,0.87,消寄A,,距離変化帯=延長500m以上 + 前走脚質帯=追込/後方
中山,ダ,1800,2,距離変化帯,短縮500m以上,前走着順帯,前走10着以下,,,94,3,3.19,7817,20.7,0.154,1.2,消寄B,,距離変化帯=短縮500m以上 + 前走着順帯=前走10着以下
中山,ダ,1800,2,距離変化帯,延長500m以上,前走4角位置,4角11番手以下,,,62,2,3.23,7817,20.7,0.156,0.79,消寄B,,距離変化帯=延長500m以上 + 前走4角位置=4角11番手以下
中山,ダ,1800,2,距離変化帯,延長300-400m,頭数変化,今回頭数増,,,59,2,3.39,7817,20.7,0.164,0.75,消寄B,,距離変化帯=延長300-400m + 頭数変化=今回頭数増
中山,ダ,1800,2,距離変化帯,短縮500m以上,前走4角位置,4角11番手以下,,,57,2,3.51,7817,20.7,0.17,0.73,消寄B,,距離変化帯=短縮500m以上 + 前走4角位置=4角11番手以下
中山,ダ,1800,2,距離変化帯,短縮500m以上,前走着差帯,2.0秒以上負け,,,111,4,3.6,7817,20.7,0.174,1.42,消寄B,,距離変化帯=短縮500m以上 + 前走着差帯=2.0秒以上負け
中山,ダ,1800,2,距離変化帯,延長500m以上,前走上り順帯,上り10位以下,,,51,2,3.92,7817,20.7,0.189,0.65,消寄B,,距離変化帯=延長500m以上 + 前走上り順帯=上り10位以下
中山,ダ,1800,2,距離変化帯,延長300-400m,頭数変化,今回かなり頭数増,,,75,3,4.0,7817,20.7,0.193,0.96,消寄B,,距離変化帯=延長300-400m + 頭数変化=今回かなり頭数増
中山,ダ,1800,2,前走上り順帯,上り10位以下,頭数変化,今回かなり頭数増,,,91,4,4.4,7817,20.7,0.212,1.16,消寄B,,前走上り順帯=上り10位以下 + 頭数変化=今回かなり頭数増
中山,ダ,1800,2,距離変化帯,延長300-400m,前走着差帯,1.0-1.4秒負け,,,90,4,4.44,7817,20.7,0.215,1.15,消寄B,,距離変化帯=延長300-400m + 前走着差帯=1.0-1.4秒負け
中山,ダ,1800,2,前走着順帯,前走10着以下,頭数変化,今回かなり頭数増,,,112,5,4.46,7817,20.7,0.216,1.43,消寄B,,前走着順帯=前走10着以下 + 頭数変化=今回かなり頭数増
中山,ダ,1800,2,芝ダ替わり,ダ→ダ,距離変化帯,延長500m以上,,,111,5,4.5,7817,20.7,0.218,1.42,消寄B,,芝ダ替わり=ダ→ダ + 距離変化帯=延長500m以上
中山,ダ,1800,2,距離変化帯,延長300-400m,前走脚質帯,追込/後方,,,149,8,5.37,7817,20.7,0.259,1.91,消寄C,,距離変化帯=延長300-400m + 前走脚質帯=追込/後方
中山,ダ,1800,2,距離変化帯,延長300-400m,前走4角位置,4角11番手以下,,,109,6,5.5,7817,20.7,0.266,1.39,消寄C,,距離変化帯=延長300-400m + 前走4角位置=4角11番手以下
中山,ダ,1800,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,153,9,5.88,7817,20.7,0.284,1.96,消寄C,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
中山,ダ,1800,2,距離変化帯,延長300-400m,休み明け区分,休み明け2戦目,,,101,6,5.94,7817,20.7,0.287,1.29,消寄C,,距離変化帯=延長300-400m + 休み明け区分=休み明け2戦目
中山,ダ,2400,2,前走着差帯,2.0秒以上負け,頭数変化,今回かなり頭数増,,,31,0,0.0,1069,21.89,0.0,2.9,消寄A,,前走着差帯=2.0秒以上負け + 頭数変化=今回かなり頭数増
中山,ダ,2400,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,91,3,3.3,1069,21.89,0.151,8.51,消寄B,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
中山,ダ,2400,2,前走着順帯,前走10着以下,前走上り順帯,上り6-9位,,,77,3,3.9,1069,21.89,0.178,7.2,消寄B,,前走着順帯=前走10着以下 + 前走上り順帯=上り6-9位
中山,ダ,2400,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,147,6,4.08,1069,21.89,0.186,13.75,消寄B,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
中山,ダ,2400,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,65,3,4.62,1069,21.89,0.211,6.08,消寄B,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
中山,ダ,2400,2,前走着差帯,2.0秒以上負け,今回頭数帯,16頭以上,,,127,6,4.72,1069,21.89,0.216,11.88,消寄B,,前走着差帯=2.0秒以上負け + 今回頭数帯=16頭以上
中山,ダ,2400,2,前走着順帯,前走10着以下,前走脚質帯,追込/後方,,,182,9,4.95,1069,21.89,0.226,17.03,消寄B,,前走着順帯=前走10着以下 + 前走脚質帯=追込/後方
中山,ダ,2400,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,112,6,5.36,1069,21.89,0.245,10.48,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
中山,ダ,2400,2,前走着順帯,前走10着以下,頭数変化,同頭数,,,109,6,5.5,1069,21.89,0.251,10.2,消寄C,,前走着順帯=前走10着以下 + 頭数変化=同頭数
中山,ダ,2400,2,前走着順帯,前走10着以下,今回頭数帯,16頭以上,,,159,10,6.29,1069,21.89,0.287,14.87,消寄C,,前走着順帯=前走10着以下 + 今回頭数帯=16頭以上
中山,ダ,2400,2,前走着順帯,前走10着以下,前走4角位置,4角11番手以下,,,151,10,6.62,1069,21.89,0.303,14.13,消寄C,,前走着順帯=前走10着以下 + 前走4角位置=4角11番手以下
中山,ダ,2400,2,前走上り順帯,上り10位以下,今回頭数帯,16頭以上,,,118,9,7.63,1069,21.89,0.348,11.04,消寄C,,前走上り順帯=上り10位以下 + 今回頭数帯=16頭以上
中山,ダ,2400,2,距離変化帯,延長500m以上,前走着順帯,前走10着以下,,,150,12,8.0,1069,21.89,0.365,14.03,消寄C,,距離変化帯=延長500m以上 + 前走着順帯=前走10着以下
中山,芝,1200,2,前走着差帯,1.5-1.9秒負け,前走着順帯,前走6-9着,,,32,0,0.0,3520,20.48,0.0,0.91,消寄A,,前走着差帯=1.5-1.9秒負け + 前走着順帯=前走6-9着
中山,芝,1200,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り6-9位,,,28,0,0.0,3520,20.48,0.0,0.8,消寄A,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り6-9位
中山,芝,1200,2,距離変化帯,短縮500m以上,今回頭数帯,16頭以上,,,25,0,0.0,3520,20.48,0.0,0.71,消寄A,,距離変化帯=短縮500m以上 + 今回頭数帯=16頭以上
中山,芝,1200,2,前走着差帯,1.5-1.9秒負け,頭数変化,同頭数,,,64,1,1.56,3520,20.48,0.076,1.82,消寄A,,前走着差帯=1.5-1.9秒負け + 頭数変化=同頭数
